road_type,speed_kmh,time_period
高速公路,68.48002648430416,平峰期
高速公路,91.1005416904293,平峰期
高速公路,83.60280531708918,低峰期
高速公路,105.923147987509,平峰期
高速公路,98.94705345340361,高峰期
高速公路,92.76402774141384,低峰期
高速公路,67.48932008055898,低峰期
高速公路,90.53120209726804,高峰期
高速公路,88.94977061757167,低峰期
高速公路,94.4437347380434,平峰期
高速公路,81.39923989144724,平峰期
高速公路,100.45635075987086,低峰期
高速公路,83.06877924586266,高峰期
高速公路,98.58226930258225,平峰期
高速公路,105.92095148171502,高峰期
高速公路,79.30809002695253,平峰期
高速公路,74.5568305963703,平峰期
高速公路,99.52732312938679,低峰期
高速公路,63.57800638571142,低峰期
高速公路,112.23329509784125,高峰期
高速公路,90.2192523423395,低峰期
高速公路,87.7048319620327,平峰期
高速公路,100.92031836702452,平峰期
高速公路,99.67909040844194,高峰期
高速公路,90.13036149957814,高峰期
高速公路,107.57232821203829,平峰期
高速公路,76.55223389299496,低峰期
高速公路,104.24712986587251,低峰期
高速公路,68.4275305666185,高峰期
高速公路,100.21297982130267,高峰期
高速公路,83.44253407066086,平峰期
高速公路,63.77827875261618,平峰期
高速公路,95.13285634288746,高峰期
高速公路,89.31147013698542,平峰期
高速公路,59.145489810357425,高峰期
高速公路,47.72668914880539,高峰期
高速公路,86.9547233316501,低峰期
高速公路,120.0,高峰期
高速公路,96.42030016411822,平峰期
高速公路,76.63393526571112,低峰期
高速公路,111.63739031375714,低峰期
高速公路,108.14447235749117,平峰期
高速公路,115.43158155978772,平峰期
高速公路,103.67795528685414,平峰期
高速公路,107.71804646222417,高峰期
高速公路,104.62217062025128,低峰期
高速公路,80.44990105167145,高峰期
高速公路,57.254385211928096,高峰期
高速公路,79.57729208413896,高峰期
高速公路,112.09873954002708,高峰期
高速公路,82.37978327810856,低峰期
高速公路,87.09081897785288,低峰期
高速公路,66.6843013370711,高峰期
高速公路,78.97820855681555,平峰期
高速公路,89.81821666433149,低峰期
高速公路,99.85124355717507,高峰期
高速公路,80.82678065648668,平峰期
高速公路,79.42925148764601,平峰期
高速公路,106.84351130297736,高峰期
高速公路,96.50533052876447,低峰期
高速公路,98.97344930384298,平峰期
高速公路,120.0,低峰期
高速公路,79.89851223179285,低峰期
高速公路,89.01961659036729,平峰期
高速公路,101.02319548846293,高峰期
高速公路,72.56985276683973,平峰期
高速公路,94.58099476504238,平峰期
高速公路,90.443929945182,低峰期
高速公路,120.0,高峰期
高速公路,91.99739003330147,低峰期
高速公路,113.13879531128664,平峰期
高速公路,106.59886427693685,高峰期
高速公路,66.86876793718025,高峰期
高速公路,59.023523240786005,高峰期
高速公路,94.94029210732589,高峰期
高速公路,115.1466932429391,高峰期
高速公路,95.75829639126349,平峰期
高速公路,91.57703608034349,平峰期
高速公路,84.318266941015,平峰期
高速公路,63.52077506807192,低峰期
高速公路,70.78958564821976,高峰期
高速公路,57.55372622320604,高峰期
高速公路,67.93906801773497,平峰期
高速公路,79.479835251413,高峰期
高速公路,105.52032043033972,低峰期
高速公路,81.09865478408805,高峰期
高速公路,95.11251571099436,高峰期
高速公路,92.70458422353363,低峰期
高速公路,99.98097670965947,平峰期
高速公路,69.30370136965482,平峰期
高速公路,111.18387430247097,高峰期
高速公路,61.85646030092814,低峰期
高速公路,81.04373595226785,平峰期
高速公路,89.58189184446843,平峰期
高速公路,105.20289696299494,平峰期
高速公路,117.58618671101507,高峰期
高速公路,105.3606304025678,低峰期
高速公路,118.31832714911717,高峰期
高速公路,73.4164814098539,平峰期
高速公路,113.8074096014242,低峰期
高速公路,110.37313459826602,高峰期
高速公路,42.07449885948673,平峰期
高速公路,85.59071512211447,平峰期
高速公路,102.04074846763565,高峰期
高速公路,79.69172269109123,平峰期
高速公路,68.28349655407527,平峰期
高速公路,120.0,低峰期
高速公路,92.22080301941813,平峰期
高速公路,92.76810868308122,高峰期
高速公路,63.82011770249868,低峰期
高速公路,77.75278008407521,高峰期
高速公路,72.04318741256193,平峰期
高速公路,111.57950460278606,低峰期
高速公路,100.09267241852103,低峰期
高速公路,78.58872614386941,低峰期
高速公路,101.21000477332429,低峰期
高速公路,84.92959708517846,高峰期
高速公路,94.68981435957083,平峰期
高速公路,94.59527774371412,平峰期
高速公路,98.40534420959197,低峰期
高速公路,95.99303846793492,平峰期
高速公路,98.42099302329818,高峰期
高速公路,115.11616620971148,平峰期
高速公路,102.81125506147048,高峰期
高速公路,83.26196474548081,高峰期
高速公路,88.04094508029651,平峰期
高速公路,114.60341175994132,高峰期
高速公路,92.2484490989643,高峰期
高速公路,82.51963165285801,高峰期
高速公路,77.37723315739927,高峰期
高速公路,95.46076216332494,低峰期
高速公路,72.90286394908847,平峰期
高速公路,115.69590847668613,低峰期
高速公路,69.2436329248584,高峰期
高速公路,119.56135451038843,平峰期
高速公路,84.29539368255102,高峰期
高速公路,68.46525292744688,平峰期
高速公路,93.78351477130752,低峰期
高速公路,70.9392168357142,平峰期
高速公路,90.68743522060521,高峰期
高速公路,78.44912936801336,平峰期
高速公路,108.90146535738182,平峰期
高速公路,92.73499219875265,低峰期
高速公路,66.2299833585093,高峰期
高速公路,78.0592691914799,平峰期
高速公路,104.09894499186258,低峰期
高速公路,115.7418420758095,平峰期
高速公路,89.09450385064632,高峰期
高速公路,69.11206876262193,平峰期
高速公路,111.08072621701777,平峰期
高速公路,104.0112734978675,平峰期
高速公路,116.13079168605098,平峰期
高速公路,95.80418236842613,高峰期
高速公路,79.58806168406214,低峰期
高速公路,100.33776970791159,低峰期
高速公路,96.52658446883163,平峰期
高速公路,78.50252616307931,高峰期
高速公路,93.97277167694813,高峰期
高速公路,86.09948222355906,高峰期
高速公路,104.87075689967361,高峰期
高速公路,99.8401382063087,高峰期
高速公路,68.9681721343762,高峰期
高速公路,66.95154841278018,平峰期
高速公路,88.20377652852893,低峰期
高速公路,90.65638570758631,低峰期
高速公路,105.21953548183653,平峰期
高速公路,100.26607821123778,低峰期
高速公路,119.17371286425485,高峰期
高速公路,80.6561307144914,高峰期
高速公路,79.51427861145586,低峰期
高速公路,70.80371988709912,高峰期
高速公路,104.9881422955016,高峰期
高速公路,90.43504368031921,低峰期
高速公路,52.92792966076708,平峰期
高速公路,94.04330755415785,低峰期
高速公路,95.31940335634141,低峰期
高速公路,87.11306114504313,低峰期
高速公路,95.93309705916836,低峰期
高速公路,65.59528601548558,平峰期
高速公路,120.0,平峰期
高速公路,97.60518852151846,高峰期
高速公路,54.52602233842755,高峰期
高速公路,89.88205801339782,低峰期
高速公路,98.13440399304228,高峰期
高速公路,67.74135850153903,平峰期
高速公路,100.67260558026875,高峰期
高速公路,120.0,高峰期
高速公路,77.11261878900942,高峰期
高速公路,98.56877391739889,低峰期
高速公路,94.17197197984395,高峰期
高速公路,109.36579999624763,平峰期
高速公路,87.82316190751715,平峰期
高速公路,68.66566747276262,平峰期
高速公路,108.08364493949412,平峰期
高速公路,69.85478818559713,高峰期
高速公路,120.0,低峰期
高速公路,101.21538698030335,平峰期
高速公路,78.0221452676927,平峰期
高速公路,112.17303225012516,低峰期
高速公路,89.81621931938228,低峰期
高速公路,85.57188878011954,平峰期
高速公路,76.3826124780447,平峰期
高速公路,52.43642000936325,低峰期
高速公路,102.08785140733654,平峰期
高速公路,57.43746476364786,平峰期
高速公路,74.13411336297243,高峰期
高速公路,98.65689107700554,低峰期
高速公路,79.98647197008971,高峰期
高速公路,93.14303741581897,高峰期
高速公路,65.72609372100693,低峰期
高速公路,83.03081253724197,高峰期
高速公路,93.26771409916375,平峰期
高速公路,70.97054968128556,高峰期
高速公路,120.0,低峰期
高速公路,77.25152174238545,平峰期
高速公路,117.5683357603181,平峰期
高速公路,86.64388910507067,平峰期
高速公路,58.63048867837292,平峰期
高速公路,67.26198382808694,高峰期
高速公路,93.5215857786276,高峰期
高速公路,110.65551505116848,平峰期
高速公路,120.0,低峰期
高速公路,92.5643745718659,平峰期
高速公路,66.45512505010838,高峰期
高速公路,95.56970161089491,平峰期
高速公路,73.49570653279694,高峰期
高速公路,97.84383242389104,平峰期
高速公路,71.170508951889,低峰期
高速公路,48.20859525660375,平峰期
高速公路,116.33711319239796,低峰期
高速公路,85.47166537309477,低峰期
高速公路,90.99320667633164,平峰期
高速公路,109.93402748479043,低峰期
高速公路,120.0,低峰期
高速公路,104.40161304297914,高峰期
高速公路,92.06003232407222,高峰期
高速公路,99.2574575222648,低峰期
高速公路,84.10433913426725,平峰期
高速公路,90.72228756979278,低峰期
高速公路,92.89727275718369,平峰期
高速公路,74.26749486393733,高峰期
高速公路,90.42347173755753,平峰期
高速公路,97.3420370500786,低峰期
高速公路,100.340337951511,低峰期
高速公路,98.74647564858628,低峰期
高速公路,63.21949563851252,低峰期
高速公路,114.58517885199313,低峰期
高速公路,112.92562454907632,平峰期
高速公路,88.07703183562423,低峰期
高速公路,99.11017390210868,高峰期
高速公路,85.66892465782983,低峰期
高速公路,105.03915325622933,平峰期
高速公路,73.71456307733261,低峰期
高速公路,116.84921190581849,低峰期
高速公路,104.04415223635914,平峰期
高速公路,104.50867583137781,低峰期
高速公路,87.89894247148365,平峰期
高速公路,61.74762990134614,低峰期
高速公路,107.6786940024154,高峰期
高速公路,62.40877330194899,低峰期
高速公路,107.9194532044909,平峰期
高速公路,74.55745566335554,高峰期
高速公路,58.25902691938792,平峰期
高速公路,90.01999407427061,低峰期
高速公路,113.65601101076813,高峰期
高速公路,70.68792503162626,平峰期
高速公路,120.0,高峰期
高速公路,103.1348108766135,高峰期
高速公路,93.13519044731753,平峰期
高速公路,81.28751487521775,高峰期
高速公路,82.68205296410379,平峰期
高速公路,98.6033445750178,高峰期
高速公路,106.92081717038123,高峰期
高速公路,78.13007564695823,高峰期
高速公路,73.86973345430464,低峰期
高速公路,85.72346363156267,低峰期
高速公路,117.87257351714688,平峰期
高速公路,65.66223319327065,高峰期
高速公路,112.84955289485544,平峰期
高速公路,90.84559663186265,低峰期
高速公路,56.94521713682771,低峰期
高速公路,80.76735196868636,低峰期
高速公路,102.19336145880546,低峰期
高速公路,120.0,平峰期
高速公路,63.452545532368646,高峰期
高速公路,33.61647047889484,平峰期
高速公路,63.80894369084127,高峰期
高速公路,112.60831015733012,低峰期
高速公路,54.1251658586316,高峰期
高速公路,119.94507781758774,低峰期
高速公路,114.2961789552384,平峰期
高速公路,93.82072484125516,高峰期
高速公路,77.47269379305943,平峰期
高速公路,91.10521251634286,低峰期
高速公路,102.22174704280204,平峰期
高速公路,99.16952929450598,低峰期
高速公路,120.0,低峰期
高速公路,84.79795100347006,低峰期
高速公路,63.983140527540044,平峰期
高速公路,60.4543858573575,平峰期
高速公路,56.45417463881699,高峰期
高速公路,93.92557845071211,高峰期
高速公路,85.31262598555085,平峰期
高速公路,90.65309205788543,平峰期
高速公路,79.25880918387634,平峰期
高速公路,67.79666282554646,平峰期
高速公路,102.28671769254905,低峰期
高速公路,40.73872200307497,低峰期
高速公路,73.96808864492527,低峰期
高速公路,105.72980319936782,平峰期
高速公路,71.98323146593927,低峰期
高速公路,97.83350839596994,低峰期
高速公路,73.9948180892707,高峰期
高速公路,80.88310252339426,高峰期
高速公路,101.49841031609596,低峰期
高速公路,64.44303365873735,低峰期
高速公路,104.90556660152691,低峰期
高速公路,90.91840984895533,平峰期
高速公路,115.1287773475806,高峰期
高速公路,94.1629994329348,高峰期
高速公路,68.61026759041305,高峰期
高速公路,120.0,低峰期
高速公路,70.28114110395684,平峰期
高速公路,85.45687831732116,高峰期
高速公路,109.14817853923546,高峰期
高速公路,52.401444506327245,平峰期
高速公路,118.79337960227745,低峰期
高速公路,66.98231415347372,低峰期
高速公路,80.90001160324856,高峰期
高速公路,95.77715808395351,高峰期
高速公路,89.16588287829198,平峰期
高速公路,105.78352116900906,高峰期
高速公路,57.98384858057899,平峰期
高速公路,104.54902707545435,高峰期
高速公路,106.1448477554706,高峰期
高速公路,110.58451658491785,高峰期
高速公路,58.20678456067179,低峰期
高速公路,60.62129532341955,平峰期
高速公路,83.15248700682977,平峰期
高速公路,62.78348437394598,低峰期
高速公路,53.92064201170993,低峰期
高速公路,82.29071885557669,低峰期
高速公路,94.68182722915529,平峰期
高速公路,120.0,高峰期
高速公路,100.9735030809138,低峰期
高速公路,120.0,低峰期
高速公路,89.11697827252846,低峰期
高速公路,101.19131985734587,高峰期
高速公路,87.07724608934451,高峰期
高速公路,120.0,低峰期
高速公路,76.28818272941884,高峰期
高速公路,79.00051399733618,低峰期
高速公路,105.93081375312408,高峰期
高速公路,94.14945807278652,平峰期
高速公路,81.51675993045768,平峰期
高速公路,109.20754297476313,高峰期
高速公路,89.17705670537755,平峰期
高速公路,89.03606545105224,平峰期
高速公路,94.61164615057781,平峰期
高速公路,55.31758620975323,低峰期
高速公路,58.13492016421128,高峰期
高速公路,111.73791225173616,高峰期
高速公路,76.4607665816499,高峰期
高速公路,87.3409730358061,平峰期
高速公路,120.0,低峰期
高速公路,88.24265088140831,高峰期
高速公路,85.79822371785679,平峰期
高速公路,107.92155178990579,低峰期
高速公路,78.0347016689428,低峰期
高速公路,114.05858458564079,高峰期
高速公路,107.5111583887296,高峰期
高速公路,120.0,平峰期
高速公路,76.19313913445602,高峰期
高速公路,117.33949292404827,平峰期
高速公路,101.08184214007852,低峰期
高速公路,63.492672326499566,低峰期
高速公路,38.07647151110689,低峰期
高速公路,74.03946235809342,低峰期
高速公路,95.84695614691505,高峰期
高速公路,98.74695865215615,高峰期
高速公路,88.8183786942987,平峰期
高速公路,88.99741268153934,平峰期
高速公路,87.4801299979962,平峰期
高速公路,110.62434267476715,平峰期
高速公路,61.27420603433856,平峰期
高速公路,95.36579715068557,低峰期
高速公路,73.54497448273916,低峰期
高速公路,71.86917869885131,低峰期
高速公路,113.52461127813672,平峰期
高速公路,70.33473846160115,低峰期
高速公路,87.20963532200277,低峰期
高速公路,120.0,低峰期
高速公路,106.7615393616335,低峰期
高速公路,80.90059374079243,高峰期
高速公路,82.55253883188239,平峰期
高速公路,65.45594202683414,平峰期
高速公路,116.01290484532103,高峰期
高速公路,110.22703615842136,低峰期
高速公路,103.73204547739562,低峰期
高速公路,105.93665889618278,低峰期
高速公路,74.50950781205152,平峰期
高速公路,59.04175114528299,平峰期
高速公路,101.21080850607618,平峰期
高速公路,107.77115747242789,平峰期
高速公路,120.0,平峰期
高速公路,85.98219587453143,高峰期
高速公路,83.06497442839363,平峰期
高速公路,85.21479590661089,低峰期
高速公路,103.41487650865776,平峰期
高速公路,84.35821434649507,高峰期
高速公路,88.9552182647332,低峰期
高速公路,106.62105782477907,高峰期
高速公路,77.48327689532528,低峰期
高速公路,117.82307970843527,平峰期
高速公路,102.66178014653153,高峰期
高速公路,52.84758741319369,低峰期
高速公路,79.6929160694327,平峰期
高速公路,49.51313003587782,低峰期
高速公路,86.06641203426399,高峰期
高速公路,80.03377791758929,高峰期
高速公路,106.69709518400377,高峰期
高速公路,72.37963302089332,高峰期
高速公路,97.7547000386898,平峰期
高速公路,101.37695218936868,低峰期
高速公路,95.14389704456029,平峰期
高速公路,112.80247163545057,高峰期
高速公路,120.0,低峰期
高速公路,92.23883885398135,高峰期
高速公路,98.10359033780738,平峰期
高速公路,72.3944609233578,平峰期
高速公路,69.60953171953516,平峰期
高速公路,110.67659300665456,低峰期
高速公路,108.03051012206716,低峰期
高速公路,69.40760251657474,高峰期
高速公路,63.835589149810545,低峰期
高速公路,77.0252639063882,低峰期
高速公路,87.17244061131778,平峰期
高速公路,81.81747183033512,高峰期
高速公路,93.21029736664505,平峰期
高速公路,108.34125024745211,高峰期
高速公路,99.24208757509876,高峰期
高速公路,100.72241995368248,低峰期
高速公路,40.96927211182245,平峰期
高速公路,57.72193959761835,低峰期
高速公路,74.07086384707884,低峰期
高速公路,77.37212703680987,低峰期
高速公路,106.79655669878467,高峰期
高速公路,72.42197137063737,平峰期
高速公路,103.33855322714737,平峰期
高速公路,74.29788522387403,低峰期
高速公路,65.9823142521437,高峰期
高速公路,66.91100681912417,平峰期
高速公路,120.0,平峰期
高速公路,73.85270062980011,低峰期
高速公路,103.81974417720681,高峰期
高速公路,58.83603140499599,低峰期
高速公路,118.3785800835747,平峰期
高速公路,96.98082290127427,高峰期
高速公路,95.47957737585774,低峰期
高速公路,98.27654646286638,平峰期
高速公路,100.47999448890701,低峰期
高速公路,106.1813451768976,低峰期
高速公路,78.01805163581943,低峰期
高速公路,76.84823412455755,高峰期
高速公路,90.98447756096135,平峰期
高速公路,103.68855520836618,平峰期
高速公路,88.66689047555022,平峰期
高速公路,105.47803591598206,平峰期
高速公路,102.35673565403835,高峰期
高速公路,85.66033477167947,低峰期
高速公路,55.05640060438301,平峰期
高速公路,79.92944109292178,高峰期
高速公路,120.0,低峰期
高速公路,96.80119301411399,高峰期
高速公路,77.20899737459814,高峰期
高速公路,95.01303155215798,平峰期
高速公路,103.53288136655604,平峰期
高速公路,77.21868781096734,低峰期
高速公路,114.70767788243793,低峰期
高速公路,99.91396042327301,平峰期
高速公路,68.0018245365532,高峰期
高速公路,107.12732573084747,平峰期
高速公路,81.8077323040461,低峰期
高速公路,86.41739147388789,高峰期
高速公路,69.68062606063778,高峰期
高速公路,102.6289282537966,高峰期
高速公路,87.02269546609158,平峰期
高速公路,103.47513909001219,平峰期
高速公路,78.98035221868861,低峰期
高速公路,76.69193424259844,高峰期
高速公路,75.071258568045,高峰期
高速公路,97.92064359085856,平峰期
高速公路,76.39300350994527,低峰期
高速公路,85.93774702547174,低峰期
高速公路,79.63146025387336,高峰期
高速公路,98.80167849795352,平峰期
高速公路,55.293951067913774,高峰期
高速公路,94.94065740446676,平峰期
高速公路,120.0,低峰期
高速公路,114.72052217467396,高峰期
高速公路,77.66693756053056,高峰期
高速公路,99.89203552329968,高峰期
高速公路,96.0113094567981,低峰期
高速公路,119.38784126324275,高峰期
高速公路,39.79770155354465,低峰期
高速公路,112.25734737870329,平峰期
高速公路,84.64964654472257,低峰期
高速公路,75.13542121099165,平峰期
高速公路,74.5639594241075,低峰期
高速公路,64.0018736757744,低峰期
高速公路,77.71763185052129,高峰期
高速公路,68.40531892137209,低峰期
高速公路,93.60434341014637,高峰期
高速公路,101.7987526465676,平峰期
高速公路,84.86853180723277,平峰期
高速公路,119.9944641251233,高峰期
高速公路,79.03157429086123,平峰期
